x,y,u_x,u_y,strain_xx,strain_yy,strain_xy,stress_xx,stress_yy,stress_xy
1e-07,1e-07,-0.07919413999423405,0.008884334408673445,-0.11542051177499998,-0.003620218955214189,0.012221881215289032,-11.5420511775,-0.36202189552141895,0.6110940607644515
1e-07,0.22222229999999998,-0.0744585619099556,0.008003068548765906,-0.10323135853739922,-0.004899045873576363,0.017258839503522402,-10.32313585373992,-0.48990458735763637,0.8629419751761207
1e-07,0.44444449999999996,-0.06933668271026262,0.006266011118120786,-0.09441825554239101,-0.011503910563712777,0.015102226173164984,-9.441825554239102,-1.1503910563712774,0.7551113086582483
1e-07,0.6666666999999998,-0.06732240907486725,0.0033163568213676513,-0.09641243247713091,-0.012931928444947583,-0.0005065201829798246,-9.641243247713092,-1.2931928444947582,-0.02532600914899115
1e-07,0.8888888999999999,-0.06754741147307665,0.0009341244733323817,-0.09943621074578728,-0.008838282293508245,-0.0010321913092339269,-9.94362107457873,-0.8838282293508244,-0.05160956546169636
1e-07,1.1111111,-0.0675473436789292,-0.0009329068604107328,-0.09943497550764718,-0.008839840605264921,0.0010350558949432447,-9.943497550764722,-0.8839840605264921,0.05175279474716229
1e-07,1.3333332999999998,-0.06732154096132345,-0.003315554230126078,-0.09641049351516978,-0.012937628960295296,0.0005098873613312737,-9.64104935151698,-1.2937628960295298,0.025494368066563064
1e-07,1.5555554999999999,-0.06933512190177102,-0.006266378721103363,-0.09441911059057413,-0.01150580416715338,-0.015105739334164463,-9.441911059057412,-1.150580416715338,-0.7552869667082245
1e-07,1.7777777,-0.07445882174397728,-0.008004078541773672,-0.10323260338442626,-0.004898082763828068,-0.017260153438987336,-10.323260338442628,-0.4898082763828067,-0.8630076719493668
1e-07,1.9999999,-0.07919709771764737,-0.008885259372828158,-0.1154187923291032,-0.0036193654233922117,-0.012226168460140173,-11.54187923291032,-0.36193654233922123,-0.6113084230070088
0.22222229999999998,1e-07,-0.10251414416934419,0.006743576180714832,-0.07602435249564855,-0.0021268116843584524,0.014575614344181772,-7.602435249564856,-0.21268116843584525,0.7287807172090888
0.22222229999999998,0.22222229999999998,-0.09632341507909675,0.006324583947897859,-0.08043278109768046,-0.0019705785549095634,0.018462824722846407,-8.043278109768046,-0.19705785549095647,0.9231412361423206
0.22222229999999998,0.44444449999999996,-0.09020227324304017,0.005386753318041798,-0.08918283536386003,-0.008023750749432148,0.01609144801290596,-8.918283536386003,-0.8023750749432154,0.8045724006452991
0.22222229999999998,0.6666666999999998,-0.08814278341853972,0.002928914933337788,-0.08137800434730043,-0.011496571107771945,-0.003152784008298539,-8.137800434730043,-1.1496571107771942,-0.1576392004149258
0.22222229999999998,0.8888888999999999,-0.08837529919999457,0.0008248535086967557,-0.07485041585933869,-0.007747477995175229,-0.0009526863750812084,-7.485041585933868,-0.774747799517523,-0.04763431875406047
0.22222229999999998,1.1111111,-0.08837498644632312,-0.000823499530389528,-0.07484954389290553,-0.007748496421480446,0.0009577750300527014,-7.484954389290555,-0.7748496421480449,0.047888751502634934
0.22222229999999998,1.3333332999999998,-0.08814154410989285,-0.0029276113770493667,-0.08137686477805939,-0.011498712032839772,0.0031555688770762372,-8.137686477805941,-1.1498712032839766,0.15777844385381176
0.22222229999999998,1.5555554999999999,-0.09020090242490408,-0.005385646811573126,-0.08918377080787937,-0.008020327989184088,-0.016099746529368603,-8.918377080787936,-0.8020327989184086,-0.8049873264684282
0.22222229999999998,1.7777777,-0.0963239598625749,-0.006323646263693855,-0.0804340538535311,-0.001970394087588267,-0.01846220887795704,-8.043405385353111,-0.19703940875882664,-0.9231104438978525
0.22222229999999998,1.9999999,-0.10251669730561803,-0.006742728249703104,-0.07602232583095643,-0.0021274844429608145,-0.014577636455784755,-7.602232583095644,-0.2127484442960815,-0.7288818227892375
0.44444449999999996,1e-07,-0.09876728090821452,0.002767290533024701,0.13551051392543362,0.00015479089807367524,-0.008381834030068688,13.55105139254336,0.015479089807367508,-0.4190917015034344
0.44444449999999996,0.22222229999999998,-0.0966325972033282,0.002859441344913403,0.11075563482714758,0.0009185491853539278,-0.012094254249269812,11.075563482714765,0.09185491853539274,-0.6047127124634907
0.44444449999999996,0.44444449999999996,-0.09427713198441816,0.0029025899169198063,0.1094272131339026,-0.0023512042951723063,0.0008833677490522589,10.942721313390255,-0.23512042951723067,0.04416838745261232
0.44444449999999996,0.6666666999999998,-0.0900209506494867,0.0016501419813539457,0.10637502378231169,-0.006646882400815002,0.004271374057717996,10.637502378231165,-0.6646882400814997,0.21356870288589952
0.44444449999999996,0.8888888999999999,-0.0887313890437623,0.00047856577810619945,0.09769970742733897,-0.0043231908771122415,-0.0005911533353090996,9.7699707427339,-0.4323190877112241,-0.02955766676545496
0.44444449999999996,1.1111111,-0.08873102506496366,-0.0004769358474840701,0.09769909006437222,-0.004323338429557828,0.0005946629345451046,9.769909006437222,-0.4323338429557829,0.029733146727255275
0.44444449999999996,1.3333332999999998,-0.0900197887564288,-0.0016483720543246652,0.10637279554284965,-0.006645989471518359,-0.0042746217129686894,10.63727955428496,-0.6645989471518357,-0.2137310856484354
0.44444449999999996,1.5555554999999999,-0.09427613412544852,-0.0029001162217417403,0.10942460188811308,-0.002344469157281293,-0.000878434722811558,10.942460188811319,-0.23444691572812965,-0.04392173614057637
0.44444449999999996,1.7777777,-0.096633303063189,-0.0028568435421384417,0.11075592543153576,0.0009171254815031966,0.012090611271090363,11.075592543153565,0.09171254815031965,0.6045305635545173
